,Utterance,Content_Focus,Media_Production,Inclusive_Disposition,Social_Disposition,Collaborative_Disposition,Cross-Cultural_Disposition,Info_Sharing,Participatory_Teaching,Feedback,Idea_Introduction,Knowledge_Acquisition,Curiosity,Self-Awareness,Task_Orientation,Technical_Difficulty,Language_Issues
786,"Mine was about studying how climate change affects the topography of our planet, which is the arrangement of the natural and artificial physical features of an area. So like when the glaciers melt, there is a high, there's a rise in sea level, which may cause the water breaking down rocks and soils to rapidly grow. And like I'm gonna examine a certain area, if there are any changes so far with global warming as well climate change. You know, if you guys have any ideas about that",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
787,"Yeah. Are, are you noticing any changes in Kenya? You know, due to climate change?",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
788,I'm not sure about that yet. I need to do more research on it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,"Oh, yeah? Yeah, my question was directed toward Marsden or I guess Zach also. Yeah, you would.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
790,"I just wanted to let, Marsden's students to- to try and respond to that question.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,"Yeah. Yeah. Do you think there are any,  do you feel that there are any effects that you feel as as the result of climate change that that's occurring in Kenya? I guess that was my question, but I probably over over. I made it. Oh, I've overcomplicated the question, obviously. (laughs)",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
792,"Yeah, they are trying to, I think that trying to understand it, at their level, grade five. Um (turns to students) What do you think?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,What do you think about climate change?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,The climate this mark is really cold and it's supposed to be at least sunny. So yeah because climate change cannot,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
795,"Yeah, so I think there are definitely changing weather patterns. Actually, the whole year has been has been quite different. The rains delayed and now they are, they should have been subsiding by now. But there is a lot of rain right now. So there's definitely a lot of change in the weather patterns. I think that's what Ashley is trying to say.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
796,"I think it's just to mention there's there's a lot of pollution that has been highlighted in the media in Kenya. A lot of pollution in the rivers. So there's a lot of there's a lot of problems with water that is not safe for drinking because there's a lot of waste from industries that is going into into the different systems, the rivers, that find itself, maybe sometimes into the pipes that we consume in our houses. So it's a big problem. Yeah.",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
797,"Yeah, yeah. How about on the East Coast, there in New York or in in Pittsburgh? You guys, are you guys noticing any differences?",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
798,"We keep noticing that it's raining more and more, which, we're very used to getting a lot of rain Most of the year.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
799,The last two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,"The last two years, it's really ramped up. We've gotten a whole lot of precipitation, not a lot of sun.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
801,Oh. wow. Any observations from New York?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
802,"I mean, this summer really, I mean, the past summer was really, really hot. I think it was more hot than it usually gets. I guess that is probably from climate change.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
803,"Clementina, wanted to share something.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
804,"There is also, from, my my rental class, there was a project that we had to do based on. I don't know if you guys know about Superfund site. Any of you guys heard of that?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,"It's like this, it's this website that's created to explain that there's different parts of like all over the world, like if you go to supersite.com, it shows you the places that where in climate change and our environment is is being affected. There's one in Brooklyn called, Brooklyn Creek hill site, and that Superfund site is like it's founded by many people who give money towards to help environment because there's a part of Brooklyn where because of industrial revolution was very effected, because of all the gas and oil spills that were in the water. So it's like Brooklyn Creek hill site. I'm not sure it's hill site, Brooklyn Creek,.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
806,"Clementine. Can you put it in the chat box, or if you can find it and put it on the chat box, then we can all have it. That would be wonderful.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,"It's not Even only in New York, it's like in Los Angeles, San Diego, many places where you can go.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,"I guess. Yeah. On on Meghan's, meghan, Zach and Joe's machine there. Yeah. If you can type in the link. Yeah. That would be awesome. And I think it would be directly related to Jennifer, what you're trying to do. I guess. Yeah. The type of information that's provided there. I'm not sure if it'll be directly related to topography or not, but I think it will it will have some very nice data that you can take a look at. Yeah? Yeah. Awesome.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,"Seung, everybody has really great ideas. This is very cool.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
810,"I know. And so I'm actually like, getting very excited about our slack channel. And Meghan, Zach and Joe, they've been taking notes and they're going to they're going to post it onto our slack channel. So I think that's going to start off our our discussion in the right way. So I'm really thankful for that. OK, thank you. So I think Clementine is typing it in now. OK. Alright. Any any other thoughts or observations?",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
811,"Seung, does everybody have everybody's slack or email addresses? To connect with each other?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,"I think we'll create a slack channel and then invite everyone who's who was on this call here. And so I took some screenshots so that we know who is on and so that we can invite the right people on there. And so we'll do that after the meeting closes. And then and then we'll continue our discussion there. Yeah? Sound good? Awesome, awesome. I know that it's now getting past lunchtime in New York and I'm sure in Kenya. What time is it in Nairobi right now?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
813,It's quarter to eight.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,"Yeah. It's past dinner time, I hope. Yeah. I hope we're not holding you up from from from having dinner um but Yeah. So but so. Yeah, we'll definitely continue this discussion on Slack. Or are all the students that are Ashley's Kara and Oh, Kara, Ashley, Ashley and. I'm forgetting.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Petra. Are they are they also able to be on on slack or will you be? Will you be sort of the facilitator for them?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,"Yes. So they have. I gave them the passwords and directed them on how to get on Slack, so I think they should be making progress over this weekend.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,I'm still waiting for my my credentials to get into the slack platform. So I think I'll follow that up with Danielle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,"OK. OK. Definitely. Definitely. Great. Great. So. Yeah. So let's let's continue the discussion. And thank you, everybody, for your contribution to this meeting. And yeah. Any final comments or. Final comments before we close out, Meghan. Do you have something?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,"Oh, yeah. We just put the link into the chat window. So if you guys want to check that out, you can. Um, that Clementine...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,"Yeah Thank you. And then we'll we'll put that back into the. So once our slack channel starts, we'll, I'll, I'll make sure that that link is in there as well. So that the discussion that we've had isn't it isn't lost. So I'll basically what I'll do is I'll take the chat, whatever is in the chat, and then I'll put it onto the slack channel when we create it. So. So we'll just be able to continue from there. Yeah? Sounds- Sounds good? OK, Emily, did you have something? No? No? OK, then. Thank you so much. I guess we'll we'll close out for now. Thank you so much for participating today. And it was great seeing everyone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,Bye bye. Thank you. (everyone logs off except Seung),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,"Also, everyone. Oh, I forgot about the reflections!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,"Everybody, I want to make sure everybody writes their reflections and see the agenda. So I'm going to put them again to put the reflections into the chat window. And so I want to make sure everybody goes in there right now. And I know that at Rayzon, there's multiple students, there's multiple- hey, I like all of you. Make sure each of you goes out, takes turns to write into our agenda at the bottom. Some reflections. We want to know for you to think about.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,"School is great.  Uh we are doing well and uh we are happy to join the meetup, and I'm looking forward to chatting more about school. As for now, the exam, the exams are going for tomorrow and next week and the other week. But we still do our projects in the afternoons. And yeah, that's what I can say.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
825,"Well it's so great to have you guys on, but I understand I understand that right now you have closed school and we are all happy that you are able to join the meeting and as we wait for the others to join, I hope you all have fun and learn more from each other. I can see that we have a number of people. Yeah. So.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
826,I guess we can start.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,"I think. Yeah, I think. Yeah, we definitely have... I see many people on the screen, so. Yeah, just I guess. Yeah, we can. I think we can get started. If you haven't done so already, please press on the the gallery view. It's on the upper right hand side. And if you click on that you'll see everyone's pictures the same size and you'll be able to see everyone at the same time. So yeah with that I hand it over. I'll hand it over to Eunice to start the meeting.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
828,"OK. Thank you all for joining. I would like us to know each other first, because some of us are meeting new faces today and I will start. My name is Eunice Margaret. I'm a Level 1 online facilitator and I'm a university student at Kenya Methodist University pursuing a bachelor's degree in education.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,"Yes, I think someone else can also introduce themselves. Yeah, hi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,"Hi, guys. I'm Christine from Saint-Aloysius Gonzaga. I'm very happy and I'm looking forward to see the projects which are you're going to share about climate change. Yeah. Ready to learn more from you guys.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
831,"Oh, hi, everyone. So I'm Collins. I'm a student--",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,I'm a student like most of us and I'm here hoping to learn more from all of you and also I hope we'll solve at least one problem or two regarding the climate change. And also we might be able to offer solutions to some of the hazards which have been caused by this climate change.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
833,"My name Lameck. I'm also a student at St. Aloysius and I see Danielle, I'm looking forward to learning more. And also get to know what you did. What the people have done in their projects. Also, I might share a little bit of what I've done of late and what I am starting to do in the near future.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
834,I'm Emily Tapia from Cabrillo in Long Beach. And this is my second year in IC4 and excited to be working on this project of climate change with all of you guys.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
835,"Hi, my name's Jennifer. I'm Cabrillo high school and this is my fourth year in IC4 and I'm excited to work with the Finish Students and other students who are interested in climate change.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
836,"Hi, I'm AJ from Cabrillo High School. This is my fourth year in IC4 and I'm very excited to work on this project.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
837,My name is Vicente Lagunas and I go to UNLV and I'm excited to work with you guys to hear your ideas.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
838,But to learning more about climate change from from you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,"I guess I can go. Hi, I am Seung and I am part of the IC4 research team at Pepperdine University. Good to meet you all.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,"Hello, my name is Veera. I am from Finland. I am and I am -- how do you say -- Country leader, but I am also teaching the Finnish group.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,"Hi. I hope you are hearing well. (Seung gives thumbs up) Yeah, good. I am Elia from Finland too, and I'm studying in college. It's my last year before university, so I'm really excited. Yeah.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,"Can you hear me? Oh, yeah. I'm Toivo. I am from Finland, but right now I live on Svalbard and I'm a student in online school in Finland. And yeah, looking forward to this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,"Well, if there is none else left in the introduction, I'll just like to highlight some things, a number of rules. If you are not supposed to be talking, please have your microphone mute so that you don't distract the voice from other people. Then yeah. I think that's basically the thing. So. Today, I'm very excited. We're going to talk about climate and the country too. To see and listen to their presentation that we have from the Finland students. So we'll first wait for them to finish their presentation before you have questions or even suggestions to them and help them with their class project. So I'll hand it over to, I think it was to Denis, to start us off.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
844,"OK. So Elia or Toivo, which one of you wants to tell them first?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
845,Maybe Elia you can start. Okay.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
846,Yeah. Let's see if I can do this correctly. At least I think so. (Speaking Finnish). How am I supposed to share my like you for you guys?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,"You have to click on that share button, that green one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,And then show us your file.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,"Yeah, this is mine. So I think I'm doing something about eating habits cause of course it's different here in Finland than it's in anywhere else and... Let's see if I can do this. Yeah, and I think I'm doing this for health like the major seven groups of food because there are so many things that are so differently than it was before. So, yeah, I think I'm comparing the Finnish ones to USA and if someone wants to do it with me, then I'll be glad to take it to you in mind also. And all the chains, I think I'm focusing naturally on the milk about Finland, cause that's been something we've taught since we're rookies that we need to drink it. And that's not to case. You don't mean to drink milk to you just need to get things that you get from milk. And there are so many alternatives nowadays. And I think I like to see where that work is going and what kind of other foods have changed. Yeah, I think I have one video about it's this milk commercial and I like to use it in my presentation probably. Yeah. Yeah. There it is. Food is something that I think shows greatly what climate change can do to something that we need to deal with every day like we need to eat and climate change changes that so many ways that I once find out that different kinds of changes even more than I have already found. So, yeah, there are like things that I need to do in this person's case. And as you can see and the major one is using English because it's so used to me like mix English and Finnish together. So yeah, I need to focus on staying in English and doing this project with someone else would actually help me a lot because then I'd have to be explaining it as well. So yeah, I think that's my presentation. (Everyone makes clapping motions).",1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
850,"Whoo! Thank you so much, Elia. So Elia wants people who can help with the other foods with regards to climate? So we'll have that later on. So we can have the other -- the other person, if there is",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
851,Yeah. (Speaking Finnish). Okay.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,"So, yeah. I live here on Svalbard and I was thinking that maybe I should make a presentation about the climate change here because it has really affected this place. I live in the most northernmost city in the world. So there is a lot of things you can see, seen here. That is because of climate change. And I can take pictures and stuff, but I haven't really started it because I've been little busy and stuff. But yeah.",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
853,"I found Elias's project really interesting because compared to Finland, we Americans are mostly fast food chains and I think we're considered just the most obese country in the world because of it (laughs).  (lot of background noise) So, maybe I can add on something that's from America to your project.",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
854,"Okay. Jennifer, is there something you're trying to do?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
855,"Oh, are you trying to put on something?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,"Oh, I was thinking of adding on what kind of foods Americans eat, what Finland's eat and how like there so different. In terms of health maybe as well.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
857,"Oh, OK. Thank you. So is then yeah that presentation with regards to the same--.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,"Well, at that point, I think if the presentations are over, we can have input from from all of us so that you can help in making these projects more better. Elia asked for ideas and opinions so we can have, yeah, some of you to give their opinions and ideas.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
859,"Hi, everyone, can you hear me? (thumbs up motions)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,"Yeah, we can hear you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,"Ah, good right. Thank you so much Elia for sharing about your exciting presentation on alternative's of milk. And also for Jennifer accepting to be part of that project. So I have a question not just to Elia, but to everyone on the call. Because this project is about climate change. Why does it matter to use alternatives of milk? How does that relate to climate change? So this is a question to all of us, not specifically to Elia, but Elia, you're most welcome to to contribute too. Thank you.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
862,"OK, so we have Zach there asking us a question. Actually, it's a challenge. So any, uh, why is it important to use alternatives of milk with regards to climate change? So, anyone please?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,"No I believe that if climate change is affecting the milk and the things we eat... Well, yeah. It's something that we're gonna eat and it's going to affect our health. So we need to take action in order to reduce how climate change is affecting the things we eat.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
864,"I believe that a lot of it has to do with dependency of cows and dairy farms. When cows are killed or they're consumed, they release a lot of carbon emission. So if we use alternatives, that can sort of get rid of the dependency of milk. So the necessity of that wouldn't be as important.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
865,"Yeah, I think that's something that we as people can do, like we can't control everything, but we can control our actions and not drinking milk or using dairy is just something that. Well, it's I don't say it's easy, but it's easier than doing something very big. But it's still make -- It still makes a difference. So I think that's why drinking alternative versions to milk would be important. And then it can like go.. Oh, you can like share your cause and you can like meet other people who are vegas or are vegetarians or just interested about climate change or nature. So that's always important too.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
866,"Great. Christine, Collins, Lameck?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
867,"Yeah. So I was thinking about apart from milk, was uh, I thought of milk being something probably... I don't know if it's advisable to take milk during colder climate or warm, so I just thinking about if it's cold, we can have warm milk, right? It guess warm then cold during warm times. It's advisable to take cold milk probably in the morning or in the afternoons. Then apart from milk, we can probably use a type of protein food like potatoes would be advisable too. And something in like..",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
868,Or maybe cheese? I guess so. But milk. Milk is recommended both cold and warm. Yeah.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,"Well, Lameck, I have a question to you. You said that during cold seasons you take... Is it warm milk?",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
870,"Then during warm seasons, you take cold milk. Why is it? So why should we consider that?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
871,"Okay. Considering that milk is a protein, so protein is probably also will tend to reduce the dehydration during the warm climate. So during the warm climate, having cold milk, maybe you make mashed potatoes. So that's why I think potatoes would be a very good alternative. If you can't take milk, because I understand that some people are probably taking cold milk in the morning kind of, you know, not fitting their health. So I thought of taking mashed potatoes, maybe breakfast then in the evening. Probably not even dinner. You can have it before the dinner. The main meal. So that's I thought potatoes and milk kind of go hand in hand.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
872,"OK. Thank you. Any other person who wants to react on the question that Mr. Zach asked? Why -- Why is it important to use alternatives of milk? Collins or Christine, do you have anything to say?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
873,"I think it's important to use the alternative for milk so that you're able to maintain  the initial.  For example, you see that some nutrients which are generated by milk (inaudible-audio cutout). So If you use the alternative, (inaudible) same as provided by the  milk.  So your body will lack -- will not lack the nutrients, which it was processing before. Using alternatives, you retain the nutrients which you are using before by getting them from the milk.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
874,"And also protein. I understand, Maybe I don't, I'm not sure. But I guess biologically during warm climate we tend to use a lot of energy compared to cold climate. So I thought having a broad alternative apart from milk, another protein food would be advisable because you know of the energy and the body building. Yeah.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
875,Oh sorry. I wanted to add onto...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,"...about how food can be affected because of climate change and having alternatives for milk can be very useful because of cows are where you get milk from. It can have can be negatively affected by the extreme climate changes, the weather patterns like the rise in carbon emissions, which can affect their health, which in turn makes the milk bad for you to drink. But if we have other alternative choices, we can we can still get the nutrition, nutrients we wanted. But it's gonna be from some other source where it's healthier than cows or goats or any others.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
877,"Thank you, Jennifer.  So we have another question from Zach. He's asking, how does carbon emissions affect climate change? Any reactions? How does carbon emissions affect climate change?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
878,"I think when carbon are emitted in the atmosphere, fastly they can interfere with the ozone, which in turn enables the sun rays to penetrate more into the atmosphere. So when they penetrate more fast into the atmosphere, they bring about desertification, which may affect some of the productivity of the land. So this might affect even the milk in the sense that there'll be no food for the cows as the production of the milk will go down.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
879,"And also for the more this indirect effect of the carbon emission, we'll see that that might cause acid rain. So the acid rain will alter the normal growth of the vegetation by which the desertification or the encroachment of the desert will enlarge. So in that case, it might cause the hot climate to, you know, it would be unfavorable for the cows to produce the milk. So that's how I think carbon emission affects climate change.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
880,"Carbon emission can also cause global warming as we all know. The effects of global warming, therefore, affecting the... the climate.  Yeah, and the atmosphere.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
881,"For me, again, it has a lot to do with dependency, cow breeding is a major part of the emission of greenhouse gases, and when they emit, they stay in the lower atmosphere, causing the earth to heat up and the energy balance of the earth to become unstable. And so when that happens, the like like we said, the agriculture, the climate, the environment will change drastically. And that can affect a lot of the livestock, the plants and the animals.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
882,"Thank you, Vicente.  Anyone else wants to give uh?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,"Victor, you have something to say?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
884,"Greenhouse gases increases the chance of um of the temperature increasing. It increases chances of having wildfires and droughts and tropical storms at other places, which in turn endangers us humans when we don't have supplies to water because of carbon emissions.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
885,"To add on to what Vincent said, when the carbon are emmitted into the atmosphere they require Oxygen from a carbon (inaudible) forms the blankets
beneath the atmosphere, which enables the sun rays ability to get into the atmosphere, but they did become unable to go back. So this is when the sun rays (inaudible) they cause a
warming effect, which is so the heat is retaining (inaudible), which is unable to escape.",1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
886,"So about the question, what are the greenhouse gases? I know of one which is chlorofluorocarbons, which is in short form CFC. So I know that one.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
887,"So we know of those two as for now, so chlorofluorocarbon and methane. So I guess for the chlorofluorocarbon I guess it works almost the same way as the carbon which is released into the atomosphere which  global warming, desertification and the altering of the ozone layer. Yeah.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
888,And I have a question. So what are the natural causes of climate change? Apart from the greenhouse effects?,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
889,"According to - okay Veera asked about the greenhouse gases related to cows and uh...I think there is no direct effect of the gases to the cows. Apart from inhalation, so probably most of them are indirect. That's including the carbon emission and chlorofluorocarbons and the methane, so all of them will affect the cows indirectly, but there is no immediate direct effect. Apart from inhalation of the gases. So the toxic gases which are released probably, when the ranch is near an industry, so that's when they may inhale just the same way as two humans. Then we may be affected and their production will be it will be really low. Yeah.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
890,Wait are you arguing that cows have no direct effect on carbon emissions and climate change? Is that what you are arguing?,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
891,"OK. We are trying to say that any external gas from the atmosphere does not affect the cow.  But we understand that the cow releases up to about 70 to 120 KGs of methane, which are released into the environment. They might also cause they have a negative effect to the environment. So the cow releases the methane, but now there's uh... Through the cow dung. So the cow dung, it has the methane. But any other external gas from the atmosphere I think doesn't affect the cow, directly.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
892,"Hi. I had a question for Toivo, actually. So Toivo mentioned that he is now living in the northernmost city in the world. Just wondering, how do you think there has been any effect of climate change in the area that you're residing or living in?",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
893,"Yeah, actually, it's.. Every summer, it's a little bit warmer like this summer. It was I think the most was 14 degrees in Celsius. And that's a lot. And for example, the ocean, which is right in front of the city, hasn't been frozen in 10 years. And before that, it was always frozen by the time of winter. And and it seems that the snow is coming every year a little bit later. And you can really see the effects of climate change by just looking at the glaciers that are like the closest one to the cities just about 10 kilometers from the city. And it has really been just shrinking out from the city and all of the glaciers and stuff is just - if you want photos from 20 years or 10 years ago, it's really a huge change.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
894,"Yeah, you can see same kind of changes in Finland, actually. Like it's minus 7 degrees outside right now and it's unusual of this time of year. Like the winters are going to be longer, but not as cold. And there's not like there's not been as much snow as I remember in my childhood.  Like last year, the snow was - it wasn't in place that many days. And there was this like colder season came like as early, I think. But it came again, like near spring and it was actually snowing in spring. And it was quite scary, I think, cause you can actually see the changes like through your own eyes. You can actually see that, yeah, there's snow as there is not as much snow and the colder weather and there are so many like the like summers are kinda warmer I think, but they are... There's been more raining and everything like that. So I was wondering if it's the same around world. Cause like I said I can like totally agree. You get to see those kind of things. But I don't know if you're in Africa. If you can see that kind of changes because I've never been there or especially lived there.",1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
895,"I'm very sorry to interrupt, but since I have to leave first class now, I just wanted to say thank you for coming to the meeting and it was nice meeting all of you and I'm excited to work with all of you. Bye.  (waves goodbye).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
896,"Oh, to add on the question just about the natural cause of climate change, we all know that climate change is caused by activity which are being carried out inside the atmosphere (cuts out). Apart from that, their activities of your car outside the (cuts out). For example, there are times where the earth is closer to the sun. This is a vast auditorium hellion period. When the sun is closer to the earth or the axis closer to the earth. The earth receive more temperature than any other period.  temperature in the earth  in the climate. So this is another external factor that causes climate change, which is natural.",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
897,"So and also natural causes are there is volcanicity. So volcanicity is when you know the lava moves from the magma moves from the interior of the earth onto the earth's surface and in that way emits some gases. So the gases are - that's when maybe it may, you know, because it's hot so it alters the normal temperature. And in that way, it may cause the climate change in an area.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
898,"And maybe to ask -  now what are the effects of the climate change, the effects of climate change.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
899,"I think the effects are different wherever you are, like if you are in Finland, you see different kinds of effects than you see in America. Cause like um climates like the rivers and oceans and stuff that changes climates. And so, for example, when usually you talk about climate change, that the effects of climate change, you think about certain areas. But overall, things are that where it's dry it's going to be drier and worse. Like uh hot, it's going to be like even warmer. So that kind of changes are like scientific facts that have been like written that, yeah, there are kinds of rules but there are not really rules. It's different from place to place. And I think that's the thing that sucks the most kinda cause you can't like you can't see five years for future. You can't see that what kind of changes are. You can just guess. And the most educated guess is the one that we are like given so we don't see that. Well, in Finland you can see kind of like the discussion, like what would be that much. You again see these. Yeah. There are like five things you need to know about climate change. You can see these professionally written articles and I think that would be like more important cause you don't know - there are too many variables to consider. So yeah.",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
900,"OK. Yeah, I think we we lost Eunice there. Yeah, that's a great point. Let's see. Yes. And we. I'm looking at the chat window here, and there was a question about is there a difference between weather and climate? And Vincente had a response. Weather describes day to day state, while climate describes overall atmospheric state throughout a period of time. Did any other people have thoughts on this? The difference between weather and climate.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
901,"Yeah. What Vicente is saying is actually the truth. But what I like to add on is that weather is normally determined day to day daily. But as for climate, it is still usually determined within our long period of time that is maybe 30 to 35 years. Let me give us an example. Between the two.",1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
902,"So, for example, in Kenya, the climate is warm. That was established over a long period of time for about 35 years. But now, as for the weather, right now, it's hot. So hot, that's weather. It's what is the weather for today. So it's not - it does not take in a long period of time, just over a short period of time. That's when you determine the weather. But as for climate, over a long period of time. So maybe tomorrow the weather might be rainy. So that's weather. So the difference is that is the time taken. So. (audio cuts out)",1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
